symbol,listing_date,lagna,lagna_lord,moon_sign,mahadasha,antardasha,maha_end_date,yogas,astro_score,astro_action
MRPL,2005-01-07,Aquarius,Saturn,Scorpio,Mercury,Sun,2036-06-15,Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga|Parivartana,82.0,BUY
MSPL,2005-07-18,Leo,Sun,Scorpio,Ketu,Rahu,2030-06-19,Raja Yoga|Kemdrum,13.0,CAUTION
MSTCLTD,2019-03-29,Taurus,Venus,Sagittarius,Sun,Venus,2027-03-30,Raja Yoga,43.0,BUY
MSUMI,2022-03-28,Taurus,Venus,Capricorn,Mars,Saturn,2030-04-14,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,97.0,BUY
MTNL,1999-02-17,Pisces,Jupiter,Aquarius,Saturn,Ketu,2039-09-18,Raja Yoga,23.0,HOLD
MUFIN,2023-11-06,Sagittarius,Jupiter,Cancer,Ketu,Venus,2032-12-21,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,56.0,BUY
MUFTI,2023-12-27,Capricorn,Saturn,Gemini,Rahu,Rahu,2033-08-09,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,47.0,BUY
MUKANDLTD,2004-02-23,Aries,Mars,Pisces,Ketu,Moon,2031-01-28,Parivartana,10.0,CAUTION
MUKKA,2024-03-07,Aries,Mars,Capricorn,Moon,Rahu,2035-01-06,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,94.0,BUY
MUNJALAU,2006-07-19,Leo,Sun,Aries,Moon,Saturn,2032-03-15,Gaja Kesari|Raja Yoga|Kemdrum,27.0,HOLD
MUNJALSHOW,2003-05-12,Gemini,Mercury,Virgo,Rahu,Rahu,2042-01-25,Raja Yoga|Kemdrum,18.0,HOLD
MURUDCERA,2004-05-28,Cancer,Moon,Leo,Mars,Rahu,2032-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,44.0,BUY
MUTHOOTCAP,2015-08-24,Virgo,Mercury,Scorpio,Ketu,Sun,2031-11-01,Gaja Kesari|Kemdrum|Neecha Bhanga|Parivartana,-14.0,EXIT
MUTHOOTFIN,2011-05-06,Gemini,Mercury,Taurus,Rahu,Mercury,2035-10-26,Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga|Neecha Bhanga,74.0,BUY
MUTHOOTMF,2023-12-26,Capricorn,Saturn,Gemini,Mars,Saturn,2027-06-21,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,67.0,BUY
MVGJL,2023-10-03,Scorpio,Mars,Taurus,Moon,Moon,2035-10-11,Raja Yoga,28.0,HOLD
MWL,2025-09-18,Libra,Venus,Cancer,Mercury,Mercury,2040-04-19,,-10.0,EXIT
NACLIND,2017-04-07,Taurus,Venus,Leo,Venus,Moon,2041-02-11,Raja Yoga|Raja Yoga,51.0,BUY
NAGREEKEXP,2007-06-18,Cancer,Moon,Cancer,Mercury,Jupiter,2030-10-17,Raja Yoga|Raja Yoga,21.0,HOLD
NAHARCAP,2008-03-11,Aries,Mars,Aries,Venus,Mercury,2028-01-01,Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,43.0,BUY
NAHARINDUS,2005-12-15,Capricorn,Saturn,Taurus,Rahu,Venus,2030-10-24,,12.0,CAUTION
NAHARPOLY,2007-03-23,Taurus,Venus,Taurus,Rahu,Rahu,2044-06-08,Gaja Kesari,30.0,HOLD
NAM-INDIA,2017-11-06,Sagittarius,Jupiter,Taurus,Mars,Mercury,2029-06-24,Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,47.0,BUY
NARMADA,2022-10-27,Scorpio,Mars,Scorpio,Saturn,Saturn,2043-05-11,Viparita Raja,33.0,HOLD
NATCAPSUQ,2025-02-14,Pisces,Jupiter,Leo,Venus,Venus,2035-03-08,Gaja Kesari|Viparita Raja|Kemdrum|Parivartana,27.0,HOLD
NATCOPHARM,1995-12-27,Capricorn,Saturn,Aquarius,Saturn,Rahu,2029-07-01,Raja Yoga|Raja Yoga|Viparita Raja|Kala Sarpa,58.0,BUY
NATHBIOGEN,2014-01-28,Pisces,Jupiter,Sagittarius,Venus,Rahu,2038-02-21,Gaja Kesari,40.0,BUY
NATIONALUM,1999-04-28,Gemini,Mercury,Virgo,Rahu,Sun,2029-04-20,Gaja Kesari|Raja Yoga|Neecha Bhanga,50.0,BUY
NATIONSTD,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
NAUKRI,2006-11-21,Sagittarius,Jupiter,Scorpio,Mercury,Sun,2036-08-06,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Parivartana,86.0,BUY
NAVA,1996-04-03,Taurus,Venus,Virgo,Rahu,Venus,2031-04-03,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
NAVINFLUOR,2007-06-01,Cancer,Moon,Scorpio,Ketu,Rahu,2029-09-17,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,53.0,BUY
NAVKARCORP,2015-09-09,Libra,Venus,Cancer,Saturn,Sun,2029-08-09,Raja Yoga|Raja Yoga|Neecha Bhanga,69.0,BUY
NAVNETEDUL,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
NAZARA,2021-03-30,Taurus,Venus,Libra,Rahu,Jupiter,2040-01-07,Gaja Kesari|Raja Yoga|Kemdrum,-4.0,CAUTION
NBCC,2012-04-12,Taurus,Venus,Sagittarius,Venus,Saturn,2032-08-21,Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,21.0,HOLD
NBIFIN,2016-11-23,Sagittarius,Jupiter,Leo,Moon,Saturn,2032-03-13,Raja Yoga|Kala Sarpa|Parivartana,33.0,HOLD
NCC,2003-10-14,Scorpio,Mars,Taurus,Rahu,Saturn,2039-04-09,Gaja Kesari,15.0,HOLD
NCLIND,2007-04-03,Taurus,Venus,Virgo,Rahu,Venus,2031-10-26,Raja Yoga|Kemdrum,18.0,HOLD
NDGL,2016-08-29,Libra,Venus,Cancer,Saturn,Venus,2034-11-28,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja,93.0,BUY
NDL,2012-03-23,Taurus,Venus,Pisces,Mercury,Jupiter,2031-01-25,Raja Yoga|Viparita Raja|Neecha Bhanga,55.0,BUY
NDLVENTURE,2007-04-24,Gemini,Mercury,Cancer,Mercury,Moon,2035-09-29,Dhana Yoga|Kemdrum,21.0,HOLD
NDRAUTO,2020-07-30,Virgo,Mercury,Scorpio,Mercury,Venus,2035-11-17,Neecha Bhanga,9.0,CAUTION
NDTV,2004-05-19,Gemini,Mercury,Taurus,Rahu,Rahu,2041-11-16,Gaja Kesari|Parivartana,35.0,HOLD
NEAGI,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
NELCAST,2007-06-27,Leo,Sun,Scorpio,Saturn,Jupiter,2028-01-18,Gaja Kesari|Dhana Yoga|Kemdrum,20.0,HOLD
NELCO,2003-05-28,Cancer,Moon,Aries,Sun,Rahu,2031-02-24,Gaja Kesari|Raja Yoga,53.0,BUY
NEOGEN,2019-05-08,Gemini,Mercury,Gemini,Rahu,Saturn,2039-02-20,Dhana Yoga|Kemdrum|Parivartana,10.0,CAUTION
NEPHROPLUS,2025-12-17,Capricorn,Saturn,Libra,Jupiter,Jupiter,2030-03-22,Raja Yoga|Viparita Raja,25.0,HOLD
NESCO,2008-04-08,Taurus,Venus,Aries,Moon,Mercury,2029-10-14,Raja Yoga|Raja Yoga|Raja Yoga,46.0,BUY
NESTLEIND,2023-08-01,Virgo,Mercury,Capricorn,Moon,Mars,2035-04-24,Gaja Kesari|Raja Yoga|Viparita Raja,57.0,BUY
NETWEB,2023-07-27,Virgo,Mercury,Libra,Jupiter,Saturn,2033-10-26,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,15.0,HOLD
NETWORK18,2007-02-02,Pisces,Jupiter,Cancer,Ketu,Jupiter,2028-11-28,Kemdrum|Parivartana,-19.0,EXIT
NEULANDLAB,2008-10-13,Scorpio,Mars,Pisces,Mercury,Mercury,2043-02-11,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,96.0,BUY
NEWGEN,2018-01-29,Pisces,Jupiter,Gemini,Rahu,Mercury,2029-02-08,Kemdrum,-3.0,CAUTION
NEXTMEDIA,2001-04-04,Taurus,Venus,Cancer,Venus,Saturn,2032-04-03,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,89.0,BUY
NFL,2006-12-28,Capricorn,Saturn,Pisces,Ketu,Mercury,2026-12-31,Raja Yoga|Viparita Raja|Kemdrum,20.0,HOLD
NGLFINE,2022-07-08,Leo,Sun,Libra,Rahu,Jupiter,2041-03-06,Dhana Yoga|Kemdrum,43.0,BUY
NH,2016-01-06,Aquarius,Saturn,Scorpio,Saturn,Sun,2033-02-15,Gaja Kesari|Raja Yoga|Raja Yoga|Parivartana|Parivartana,76.0,BUY
NHPC,2009-09-01,Libra,Venus,Capricorn,Mars,Venus,2028-04-16,Gaja Kesari|Dhana Yoga|Kemdrum,44.0,BUY
NIACL,2017-11-13,Sagittarius,Jupiter,Leo,Moon,Mars,2035-05-16,Dhana Yoga|Raja Yoga|Kala Sarpa|Parivartana,59.0,BUY
NIBE,2025-02-07,Pisces,Jupiter,Taurus,Moon,Rahu,2028-10-29,Gaja Kesari|Raja Yoga|Parivartana,51.0,BUY
NIBL,2013-04-09,Taurus,Venus,Pisces,Mercury,Venus,2038-03-22,Raja Yoga|Raja Yoga|Parivartana,46.0,BUY
NIITLTD,2004-08-16,Virgo,Mercury,Leo,Venus,Saturn,2030-12-26,Gaja Kesari|Raja Yoga|Kala Sarpa|Parivartana,43.0,BUY
NIITMTS,2023-08-08,Virgo,Mercury,Aries,Venus,Venus,2036-05-04,Gaja Kesari|Viparita Raja|Kemdrum,32.0,HOLD
NILAINFRA,2015-05-21,Cancer,Moon,Gemini,Jupiter,Saturn,2039-07-17,Raja Yoga|Parivartana,33.0,HOLD
NILASPACES,2018-12-28,Capricorn,Saturn,Leo,Moon,Rahu,2035-02-03,Gaja Kesari|Kemdrum|Parivartana,11.0,CAUTION
NILE,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
NILKAMAL,1995-11-01,Scorpio,Mars,Aquarius,Jupiter,Venus,2032-09-13,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,90.0,BUY
NIPPOBATRY,1999-10-06,Scorpio,Mars,Leo,Sun,Ketu,2027-11-04,Raja Yoga|Raja Yoga|Neecha Bhanga,71.0,BUY
NIRAJISPAT,2016-10-27,Scorpio,Mars,Virgo,Moon,Saturn,2030-10-13,Gaja Kesari|Neecha Bhanga|Kala Sarpa,48.0,BUY
NIRLON,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
NITCO,2006-03-21,Taurus,Venus,Scorpio,Ketu,Rahu,2030-03-17,Neecha Bhanga,15.0,HOLD
NITINSPIN,2006-02-02,Pisces,Jupiter,Pisces,Mercury,Rahu,2033-03-31,Dhana Yoga|Parivartana,40.0,BUY
NITIRAJ,2021-04-22,Gemini,Mercury,Leo,Ketu,Saturn,2027-10-16,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,8.0,CAUTION
NITTAGELA,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
NIVABUPA,2024-11-14,Sagittarius,Jupiter,Aries,Ketu,Sun,2029-08-22,Neecha Bhanga|Neecha Bhanga|Parivartana|Parivartana,28.0,HOLD
NKIND,1995-07-07,Leo,Sun,Libra,Jupiter,Rahu,2027-08-23,Dhana Yoga|Raja Yoga,58.0,BUY
NLCINDIA,2000-08-23,Virgo,Mercury,Taurus,Rahu,Mercury,2034-05-22,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,77.0,BUY
NMDC,2008-03-03,Aries,Mars,Sagittarius,Moon,Ketu,2029-01-11,Gaja Kesari|Raja Yoga|Parivartana,45.0,BUY
NOCIL,1996-01-17,Aquarius,Saturn,Scorpio,Venus,Moon,2041-12-22,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,99.0,BUY
NORBTEAEXP,1996-06-26,Leo,Sun,Libra,Jupiter,Sun,2031-09-19,Raja Yoga|Kemdrum,14.0,CAUTION
NORTHARC,2024-09-24,Libra,Venus,Gemini,Mars,Jupiter,2028-03-17,Viparita Raja,30.0,HOLD
NOVARTIND,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
NPST,2025-04-30,Gemini,Mercury,Taurus,Moon,Mars,2028-03-26,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga|Neecha Bhanga,45.0,BUY
NRAIL,2017-04-05,Taurus,Venus,Cancer,Saturn,Venus,2027-07-16,Raja Yoga|Raja Yoga|Kemdrum,1.0,CAUTION
NRBBEARING,2000-03-08,Aries,Mars,Pisces,Venus,Sun,2042-03-17,Raja Yoga|Raja Yoga|Neecha Bhanga|Parivartana,46.0,BUY
NSIL,2003-11-17,Sagittarius,Jupiter,Leo,Venus,Saturn,2030-07-22,Gaja Kesari|Raja Yoga|Kemdrum,8.0,CAUTION
NSLNISP,2023-02-20,Aries,Mars,Aquarius,Rahu,Jupiter,2041-09-22,Raja Yoga|Raja Yoga|Raja Yoga,81.0,BUY
NTPC,2004-11-05,Sagittarius,Jupiter,Cancer,Venus,Venus,2046-06-18,Kemdrum|Neecha Bhanga,-2.0,CAUTION
NTPCGREEN,2024-11-27,Sagittarius,Jupiter,Virgo,Mars,Jupiter,2030-07-04,Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,-7.0,EXIT
NUCLEUS,2002-12-19,Capricorn,Saturn,Taurus,Jupiter,Jupiter,2042-07-08,Raja Yoga|Viparita Raja,36.0,HOLD
NURECA,2021-02-25,Aries,Mars,Cancer,Mercury,Ketu,2040-10-15,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
NUVAMA,2023-09-26,Libra,Venus,Capricorn,Mars,Saturn,2030-08-21,Gaja Kesari|Parivartana,10.0,CAUTION
NUVOCO,2021-08-23,Virgo,Mercury,Aquarius,Rahu,Jupiter,2028-09-25,Gaja Kesari|Viparita Raja|Neecha Bhanga,53.0,BUY
NYKAA,2021-11-10,Sagittarius,Jupiter,Capricorn,Moon,Jupiter,2033-05-08,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,100.0,BUY
OAL,2019-07-11,Leo,Sun,Libra,Jupiter,Saturn,2040-01-05,Raja Yoga|Neecha Bhanga,21.0,HOLD
OBCL,2022-04-07,Taurus,Venus,Gemini,Rahu,Rahu,2043-07-19,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,6.0,CAUTION
OBEROIRLTY,2010-10-20,Scorpio,Mars,Pisces,Saturn,Moon,2033-02-19,Gaja Kesari|Viparita Raja|Kemdrum,37.0,HOLD
OFSS,2002-06-28,Leo,Sun,Capricorn,Rahu,Moon,2028-07-17,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,72.0,BUY
OIL,2009-09-30,Scorpio,Mars,Capricorn,Rahu,Ketu,2033-02-02,Gaja Kesari|Kemdrum|Parivartana,2.0,CAUTION
OLAELEC,2024-08-09,Virgo,Mercury,Virgo,Moon,Rahu,2030-10-07,Raja Yoga,34.0,HOLD
OLECTRA,2002-03-20,Taurus,Venus,Taurus,Rahu,Mercury,2035-01-06,Raja Yoga,18.0,HOLD
OMAXE,2007-08-09,Virgo,Mercury,Gemini,Jupiter,Jupiter,2042-04-08,Parivartana,20.0,HOLD
OMINFRAL,2011-06-17,Cancer,Moon,Sagittarius,Sun,Saturn,2029-05-10,Raja Yoga|Kemdrum,-1.0,CAUTION
OMNI,2026-03-05,Aries,Mars,Virgo,Moon,Moon,2035-06-29,Gaja Kesari|Raja Yoga|Kemdrum,8.0,CAUTION
OMPOWER,2026-04-17,Gemini,Mercury,Pisces,Mercury,Mercury,2027-11-17,Gaja Kesari|Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,39.0,HOLD
ONEPOINT,2019-05-09,Gemini,Mercury,Gemini,Jupiter,Saturn,2039-06-14,Dhana Yoga|Kemdrum|Parivartana,-5.0,CAUTION
ONESOURCE,2025-01-24,Aquarius,Saturn,Scorpio,Saturn,Saturn,2040-07-17,Gaja Kesari|Raja Yoga|Raja Yoga,51.0,BUY
ONGC,1995-07-19,Leo,Sun,Pisces,Sun,Jupiter,2029-09-12,Dhana Yoga|Viparita Raja|Kemdrum,27.0,HOLD
ONWARDTEC,2001-03-07,Aries,Mars,Cancer,Venus,Venus,2044-06-12,Raja Yoga|Kemdrum|Parivartana,13.0,CAUTION
OPTIEMUS,2017-08-08,Virgo,Mercury,Capricorn,Rahu,Jupiter,2040-10-29,Kemdrum|Neecha Bhanga,-29.0,AVOID
ORCHASP,2025-02-07,Pisces,Jupiter,Taurus,Moon,Rahu,2028-10-29,Gaja Kesari|Raja Yoga|Parivartana,51.0,BUY
ORCHPHARMA,2020-11-02,Sagittarius,Jupiter,Taurus,Moon,Rahu,2033-12-05,Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,-9.0,EXIT
ORICONENT,2015-07-24,Leo,Sun,Libra,Rahu,Ketu,2032-12-12,Raja Yoga,28.0,HOLD
ORIENTALTL,2007-03-07,Aries,Mars,Virgo,Rahu,Venus,2030-02-06,Kemdrum,-5.0,CAUTION
ORIENTBELL,2007-02-14,Pisces,Jupiter,Sagittarius,Sun,Jupiter,2030-02-04,Viparita Raja|Parivartana,2.0,CAUTION
ORIENTCEM,2013-07-12,Leo,Sun,Leo,Venus,Jupiter,2035-09-15,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,92.0,BUY
ORIENTCER,2005-12-15,Capricorn,Saturn,Taurus,Rahu,Venus,2030-10-24,,12.0,CAUTION
ORIENTELEC,2018-05-14,Gemini,Mercury,Aries,Venus,Rahu,2039-02-20,Gaja Kesari|Viparita Raja,38.0,HOLD
ORIENTHOT,1998-08-27,Libra,Venus,Libra,Jupiter,Venus,2032-08-11,Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
ORIENTLTD,2010-03-03,Aries,Mars,Virgo,Rahu,Mercury,2035-04-29,Kemdrum|Neecha Bhanga|Parivartana,3.0,CAUTION
ORIENTPPR,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
ORIENTTECH,2024-08-28,Libra,Venus,Gemini,Rahu,Rahu,2044-05-04,Dhana Yoga|Viparita Raja|Neecha Bhanga|Parivartana,41.0,BUY
ORISSAMINE,2010-09-29,Libra,Venus,Taurus,Rahu,Jupiter,2039-11-05,Raja Yoga|Kemdrum|Parivartana,12.0,CAUTION
ORKLAINDIA,2025-11-06,Sagittarius,Jupiter,Aries,Sun,Moon,2030-11-11,Gaja Kesari|Raja Yoga|Neecha Bhanga,79.0,BUY
OSWALGREEN,1996-08-28,Libra,Venus,Aquarius,Jupiter,Venus,2032-05-01,Dhana Yoga|Raja Yoga,50.0,BUY
OSWALPUMPS,2025-06-20,Cancer,Moon,Pisces,Mercury,Mercury,2034-05-25,Gaja Kesari|Raja Yoga|Viparita Raja|Kala Sarpa,25.0,HOLD
OSWALSEEDS,2023-02-28,Aries,Mars,Taurus,Mars,Saturn,2029-06-13,Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,66.0,BUY
PACEDIGITK,2025-10-06,Scorpio,Mars,Pisces,Saturn,Saturn,2041-07-14,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,47.0,BUY
PAGEIND,2007-03-16,Aries,Mars,Capricorn,Rahu,Ketu,2033-12-17,Raja Yoga|Parivartana,33.0,HOLD
PAISALO,2011-10-17,Scorpio,Mars,Taurus,Rahu,Mercury,2035-10-30,Viparita Raja|Neecha Bhanga,26.0,HOLD
PAKKA,2023-07-11,Leo,Sun,Aries,Venus,Venus,2046-02-21,Gaja Kesari|Raja Yoga|Kemdrum,20.0,HOLD
PALASHSECU,2017-07-28,Virgo,Mercury,Virgo,Mars,Rahu,2032-05-29,Gaja Kesari|Neecha Bhanga,36.0,HOLD
PANACEABIO,1996-04-17,Gemini,Mercury,Pisces,Venus,Saturn,2030-09-07,Gaja Kesari,16.0,HOLD
PANACHE,2020-01-06,Aquarius,Saturn,Aries,Sun,Saturn,2029-05-07,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,89.0,BUY
PANAMAPET,2011-09-30,Scorpio,Mars,Libra,Saturn,Saturn,2045-04-12,Gaja Kesari|Neecha Bhanga,59.0,BUY
PANSARI,2021-10-18,Scorpio,Mars,Pisces,Saturn,Mercury,2041-04-27,Raja Yoga|Kemdrum|Neecha Bhanga,23.0,HOLD
PAR,2021-09-16,Libra,Venus,Sagittarius,Moon,Moon,2036-05-23,Raja Yoga|Neecha Bhanga,42.0,BUY
PARACABLES,2007-01-03,Aquarius,Saturn,Gemini,Jupiter,Sun,2031-09-18,Raja Yoga|Kemdrum,28.0,HOLD
PARADEEP,2022-05-27,Cancer,Moon,Aries,Ketu,Jupiter,2026-11-06,Raja Yoga|Raja Yoga,46.0,BUY
PARAGMILK,2016-05-19,Gemini,Mercury,Libra,Rahu,Mercury,2035-04-16,Raja Yoga|Viparita Raja,40.0,BUY
PARAS,2021-10-01,Scorpio,Mars,Cancer,Saturn,Mercury,2034-06-30,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,53.0,BUY
PARASPETRO,1996-02-14,Pisces,Jupiter,Scorpio,Venus,Mercury,2029-10-31,Viparita Raja|Kala Sarpa,4.0,CAUTION
PARKHOSPS,2025-12-17,Capricorn,Saturn,Libra,Jupiter,Jupiter,2030-03-22,Raja Yoga|Viparita Raja,25.0,HOLD
PARKHOTELS,2024-02-12,Pisces,Jupiter,Pisces,Jupiter,Saturn,2027-10-24,Raja Yoga,47.0,BUY
PASHUPATI,2025-07-17,Leo,Sun,Pisces,Mercury,Mercury,2038-09-18,Gaja Kesari|Viparita Raja|Kemdrum|Kala Sarpa,-13.0,EXIT
PATANJALI,2020-01-24,Aquarius,Saturn,Capricorn,Moon,Rahu,2034-01-04,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,86.0,BUY
PATELENG,2005-02-24,Aries,Mars,Leo,Sun,Moon,2032-01-31,Raja Yoga|Parivartana,48.0,BUY
PATELRMART,2025-08-26,Virgo,Mercury,Virgo,Moon,Mars,2033-04-14,Gaja Kesari|Dhana Yoga|Raja Yoga|Parivartana,68.0,BUY
PAUSHAKLTD,2025-12-01,Sagittarius,Jupiter,Pisces,Mercury,Mercury,2036-03-13,Viparita Raja|Kemdrum|Parivartana,28.0,HOLD
PAYTM,2021-11-18,Sagittarius,Jupiter,Aries,Venus,Moon,2033-06-05,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum,43.0,BUY
PCBL,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
PCJEWELLER,2012-12-27,Capricorn,Saturn,Taurus,Rahu,Mercury,2035-06-02,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,79.0,BUY
PDMJEPAPER,2016-03-30,Taurus,Venus,Scorpio,Venus,Venus,2044-06-08,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
PDSL,2014-10-21,Scorpio,Mars,Virgo,Moon,Venus,2028-02-27,Dhana Yoga,58.0,BUY
PENIND,2010-11-25,Sagittarius,Jupiter,Gemini,Saturn,Saturn,2044-03-28,Raja Yoga|Raja Yoga|Kemdrum,43.0,BUY
PERSISTENT,2010-04-06,Taurus,Venus,Sagittarius,Moon,Moon,2036-05-22,Raja Yoga|Kemdrum|Neecha Bhanga,-9.0,EXIT
PETRONET,2004-03-26,Taurus,Venus,Taurus,Rahu,Saturn,2038-02-10,Gaja Kesari|Raja Yoga|Parivartana|Parivartana,38.0,HOLD
PFC,2007-02-23,Aries,Mars,Aries,Mars,Jupiter,2032-01-10,,0.0,CAUTION
PFIZER,1999-04-28,Gemini,Mercury,Virgo,Rahu,Sun,2029-04-20,Gaja Kesari|Raja Yoga|Neecha Bhanga,50.0,BUY
PFS,2011-03-30,Taurus,Venus,Capricorn,Rahu,Mercury,2034-05-07,,-11.0,EXIT
PGEL,2011-09-26,Libra,Venus,Leo,Sun,Venus,2026-10-23,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,74.0,BUY
PGHH,2004-07-07,Leo,Sun,Aquarius,Saturn,Mars,2032-08-01,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga,41.0,BUY
PGHL,1996-04-24,Gemini,Mercury,Gemini,Saturn,Jupiter,2028-08-29,Gaja Kesari|Raja Yoga,54.0,BUY
PGIL,2007-02-15,Pisces,Jupiter,Sagittarius,Mars,Mercury,2029-01-25,Viparita Raja|Parivartana,22.0,HOLD
PHOENIXLTD,2007-04-23,Gemini,Mercury,Gemini,Saturn,Sun,2035-07-18,Dhana Yoga,41.0,BUY
PICCADIL,2025-07-02,Leo,Sun,Virgo,Moon,Moon,2035-10-03,Gaja Kesari|Raja Yoga|Parivartana,48.0,BUY
PIDILITIND,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
PIGL,2023-05-17,Gemini,Mercury,Aries,Ketu,Rahu,2029-09-04,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga|Parivartana,65.0,BUY
PIIND,2011-06-15,Cancer,Moon,Scorpio,Ketu,Rahu,2029-08-21,Dhana Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,73.0,BUY
PILANIINVS,2015-12-08,Capricorn,Saturn,Libra,Jupiter,Saturn,2039-05-25,Dhana Yoga|Raja Yoga|Viparita Raja,30.0,HOLD
PINELABS,2025-11-14,Sagittarius,Jupiter,Leo,Venus,Venus,2034-08-22,Raja Yoga,56.0,BUY
PIONEEREMB,2006-05-16,Gemini,Mercury,Sagittarius,Venus,Mercury,2029-09-28,Kemdrum|Parivartana|Parivartana,8.0,CAUTION
PIONRINV,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
PIRAMALFIN,2025-11-07,Sagittarius,Jupiter,Taurus,Moon,Moon,2032-09-26,Raja Yoga|Viparita Raja|Kemdrum,18.0,HOLD
PITTIENG,2007-02-02,Pisces,Jupiter,Cancer,Ketu,Jupiter,2028-11-28,Kemdrum|Parivartana,-19.0,EXIT
